Id,Price
4567,165708.17846265328
5925,121876.10268296047
960,137983.14605043858
3848,132125.96005927966
746,214533.9389339942
868,318789.8467393731
672,104949.03160467041
2471,201613.7955681759
4510,112320.59126952878
8354,270465.1663185753
6393,175331.37949513792
13270,230629.00915598753
5250,355264.940708791
16751,172127.786997958
11404,136776.44903140757
10588,295190.74157002324
14925,184441.4340143636
6791,208124.02573171788
16097,184712.53588592794
16428,355958.46281853283
6945,343841.0398759034
3190,186382.5719039092
15709,422935.52148406603
13155,150547.05188133352
7675,181269.31496637783
14686,218018.91798868706
609,165843.2197099826
11155,123096.21103961364
10869,181317.22801771876
15742,185037.14488714043
9245,195892.35187095014
3340,170251.26853418935
2359,275540.96041083
8070,191157.5999334191
13707,134697.10669797967
16079,257659.1698050252
15937,261621.98155555822
14090,179193.84759007744
9008,210574.87190261178
16384,189613.88199980694
11657,236789.1704542542
13151,167509.83317081345
8990,149537.18233580998
11857,191249.7255575915
1565,176062.16368034552
8174,125051.35789114507
9247,246654.51234593327
10478,209267.36902066853
15509,146800.0102093845
8306,242897.9725308412
6642,185205.26771700688
7472,198989.71361804166
15989,135004.6907236848
13682,127786.43656665707
163,320110.782165612
7076,170413.52008251144
7478,363473.66467598855
3029,188573.97076671332
1814,150625.61349679314
10057,143085.2096112073
15100,198979.9034752948
12694,237785.55094697568
6291,174435.02927576195
12603,190278.5641232089
3218,240399.66089818458
13456,138060.91494810523
10170,229864.6620222165
4530,159491.86710877786
13329,159163.45914173799
4820,139708.65834610295
10896,168177.04804399228
13416,114844.88075323185
2701,205190.62684418177
11265,362841.2500835109
9189,244901.64970297582
1858,175242.53846042257
14536,240913.98989510286
6199,313338.3957849596
14730,155239.8934757731
7510,258020.6095795998
15505,170746.28432572764
7446,197056.0264336485
14016,218480.563193371
14113,106937.60790058345
8721,281350.24765703955
6193,338048.78439231793
5717,181300.7404687483
5427,300245.22429403546
9520,474507.5919295673
6869,101635.20849098971
1658,150960.46003348305
6639,176918.10370026546
6283,188782.38414090822
6257,122530.09125873302
15235,170476.86146063553
902,231198.11572643663
8932,211523.76146903698
16469,457881.03000361135
2825,221515.87265564819
6450,436312.4649191636
11366,176983.64571341794
3801,372688.9122922617
11385,183695.66411204194
1079,188448.0876987552
3202,234043.02773105164
676,227137.081563413
6185,307726.42757124227
7730,160479.8001765673
2573,181141.26098243185
10978,207963.3090163339
10962,264635.46673054405
8870,188188.09591795638
8496,194988.3796773454
5517,179831.36689553584
927,184088.63363084465
13675,192227.39426735078
1499,238555.30868585152
15536,351526.20395251276
8602,380700.8776945405
12137,436103.7452380615
9865,258475.31564257623
16353,285033.85629073164
15908,225988.56238501667
3944,178937.8574728855
10359,205515.5369784075
15158,214134.97414951303
3259,261747.15408031002
7220,328696.71445354616
13843,209415.0384480269
16736,169487.65953468767
702,249060.68255858027
16401,154883.6927092441
12134,177855.03495803406
6918,214122.0003311589
11792,160314.4710096073
3798,171549.85120501832
10395,125133.62362958485
11099,120758.48549206667
7090,207339.26941403322
11260,178086.83795893137
9647,202950.11259327194
2903,397897.7348300293
2071,182825.05686091588
8604,193405.12103199662
9346,200479.64442462518
3945,205901.61610477726
3420,126751.12930954249
10842,129395.25815815425
725,161461.66002579688
13931,190607.86620389446
16330,234933.55510899663
9066,373378.2288757176
3326,286958.5596784393
1556,278285.6603793138
6579,113027.78391721341
13877,159473.05427727068
9857,335155.5910483388
7302,267617.25843562296
5684,187965.7291745883
6513,229333.20882562018
11342,104776.33444067517
16561,244926.89153479395
6885,177693.16633326485
9308,181661.84196132555
2559,201865.16273314191
6648,184794.10876709007
15260,169521.48877974186
5113,185317.03810628515
16492,201293.20780134219
12034,291275.640926048
7248,192571.8418309267
2171,210323.89011293277
10594,145576.20248785024
13241,197218.24778625413
7032,138528.38358370945
4884,167442.16660892664
903,192447.28487312936
162,168803.29998896227
6566,239682.30770746243
8249,119924.82151873676
13106,181649.65454363142
256,121601.29332799073
7976,165748.3143627163
8575,172581.08763086316
7591,259757.31582399033
3204,247220.30635869372
15804,194731.448465634
1525,283853.4474854897
9038,193000.0939578038
13628,182511.38044845482
10016,212703.72474119172
10208,235759.2362785591
2008,193983.84179596513
13029,205506.812201632
5099,133014.19489817318
9923,258310.8812665395
9461,112997.02718205123
11086,185408.9113274036
15057,284204.9844518346
10689,171656.14680995655
2053,219230.69292593744
16630,163554.89187689923
4985,165338.1169247909
13881,218354.91454792963
13225,200930.23764486136
5779,67131.12949792783
10262,188097.8429466003
10762,211191.61536902015
9513,202570.29001064345
11128,151349.52988963627
2074,304255.4227362358
933,186661.97838191886
2780,185364.88089990604
6594,109414.64761900522
15394,319158.7996584019
14863,143604.30189681036
6698,220519.83804012794
1611,255230.2028905068
174,185924.25659370533
5160,269671.4717629502
3295,297588.81485339784
4559,367474.7827448034
8254,176178.66241949666
10228,116366.74551551984
13924,134896.21288387393
15341,245067.1306038446
4353,183781.3476551941
4334,66929.6637418829
1872,163913.58115280434
7823,187175.39026272032
310,141125.6464572701
3704,232993.06794425668
11615,271787.85565641196
6605,207091.1820229832
3381,194915.7326509019
2143,143344.40472499878
3191,255139.52995189995
13980,162631.11863231956
15613,173178.81562940127
10943,273849.66101982835
9654,113697.49273537962
16053,431642.01538612886
14931,221148.97816759517
8299,211466.39808047737
2147,166914.0139605874
11567,421486.3032558728
5905,132476.2760500334
11160,112643.25806868271
8275,152809.55618114182
16398,261480.88417142452
11229,180936.13500088532
10309,160460.27383953234
7340,272757.58786422684
7653,164508.70476275712
272,217733.62208857774
9831,237652.16170657097
5016,163973.51832985695
5968,72982.11030094107
796,250140.60133718885
12123,130351.03898982801
16629,182114.26396645236
2637,178431.73259276015
6194,226199.07246961334
6216,336438.8604661316
14346,169457.5059986777
6428,132545.90437883022
2891,244096.22530935347
84,175372.58367781874
9260,208860.8393523699
15250,135375.2214598196
2348,178445.67455337592
10427,277028.31392113055
13230,238969.07877684248
1691,215018.49384977703
8803,132773.57901358002
5464,262424.3877004487
10559,113046.8601168353
16787,301210.6576601925
4278,155160.75421037342
6183,165059.17209024137
12775,162688.9173125915
10104,168991.3462478852
13663,175468.8661752287
9404,255645.46507498872
14724,212854.34277226456
10040,177335.57873227127
4646,195732.78783094062
4754,166159.76331785868
3310,219361.06142274317
2003,194121.12614493593
7312,136980.36493087237
10921,228273.1458263247
13419,283621.23653022194
10105,157083.67345354072
2196,426092.0616273575
12659,224274.0860821908
4380,225330.8908143939
10847,148649.88436506374
10805,291077.2524015453
8709,101756.01366605915
8319,174872.52937301612
2215,179401.89708095352
7000,200805.19985425277
7701,108579.04800907524
9678,187980.00252415868
14026,209777.23524507496
7971,167194.58035011453
13734,143828.3519600465
16483,208383.76837587566
6150,212657.93424277398
2931,279174.528026877
5418,185564.54688274165
1662,526231.9768417728
2441,214165.71065537614
669,122274.48607368773
7734,196371.5171653426
6010,247080.5452168987
266,145933.5301505849
632,142222.3438035055
16221,101405.13737426804
11832,174843.7164158757
5035,109771.80232011984
37,114085.69274075085
6168,185712.4504678098
11757,176152.05876309646
8086,124493.20531209852
6529,241317.23776960492
15121,185660.83965600378
13904,143651.0173798891
3711,158807.17812832183
16563,117833.15926185632
14494,163113.62174135266
3006,218969.56954022826
15299,113200.70081477259
92,283639.6314647482
8066,182267.63730544967
16071,211747.04722520523
10662,149617.1329116123
3883,222305.74983551278
5511,116111.43918840117
2821,250939.3422361624
9570,182805.4200119501
4326,256655.39304690433
9251,245755.2073688035
9031,211853.42055836224
12689,170084.65125192478
16380,238715.85156476722
1053,252269.10304733788
4568,189027.79946412504
